KT;ORTNAME;PLZ
ZH;Rickenbach bei Ottenbach;8913
TG;Rickenbach bei Wil;9532
ZH;Ricketwil;8352
VS;Riddes;1908
BE;Ried;3724
BE;Ried;3772
UR;Ried;6476
SZ;Ried;6436
VS;Ried;3997
VS;Ried (Lötschen);3919
FR;Ried bei Kerzers;3216
BE;Ried bei Worb;3082
BE;Riedbach;3000
VS;Ried-Brig;3911
ZH;Rieden;8304
SG;Rieden;8739
AG;Rieden bei Nussbaumen;5415
VS;Riederalp;3987
FR;Riederberg;3178
GL;Riedern;8750
SO;Riedholz;4533
ZH;Riedikon;8616
VS;Ried-Mörel;3986
BE;Riedstätt;3159
TG;Riedt bei Erlen;8586
ZH;Riedt bei Neerach;8173
BE;Riedtwil;3475
BS;Riehen;4125
GR;Riein;7128
SZ;Riemenstalden;6452
ZH;Riesbach;8000
ZH;Riet bei Gibswil;8498
ZH;Riet bei Neftenbach;8412
SG;Rietbad;9651
AG;Rietheim;5323
SG;Riethüsli;9000
VD;Riex;1097
VS;Riffelalp;3920
BE;Riffenmatt;3156
ZH;Rifferswil;8911
LU;Riffig;6020
SG;Riggenschwil;9248
BE;Riggisberg;3132
LU;Rigi Kaltbad;6356
SZ;Rigi Klösterli;6410
SZ;Rigi Kulm;6410
SZ;Rigi Scheidegg;6410
SZ;Rigi Staffel;6410
AG;Riken;4853
ZH;Rikon bei Effretikon;8307
ZH;Rikon im Tösstal;8486
BE;Ringgenberg;3852
ZH;Ringlikon;8142
BE;Ringoldingen;3762
BE;Ringoldswil;3656
ZH;Ringwil;8340
AG;Riniken;5223
GR;Riom;7463
ZG;Risch;6343
TG;Ristenbühl;9548
VS;Ritzingen;3989
TG;Ritzisbuhwil;8577
TI;Riva S. Vitale;6826
TI;Rivapiana;6648
VD;Rivaz;1071
VS;Rive Haute;1945
TI;Riveo;6674
TI;Rivera;6802
BE;Rizenbach;3206
TI;Robasacco;6599
ZH;Robenhausen;8620
TI;Robiei;6690
VD;Roche;1852
JU;Roche-d'Or;2912
NE;Rochefort;2019
BE;Roches;2762
JU;Rocourt;2907
GR;Rodels;7415
SO;Rodersdorf;4118
TI;Rodi;6772
SG;Rofisbach;9468
BL;Roggenburg;2814
TI;Roggiana;6833
LU;Roggliswil;6265
BE;Roggwil;4914
TG;Roggwil;9325
AG;Rohr;5032
SO;Rohr bei Olten;4655
BE;Rohrbach;4938
BE;Rohrbachgraben;4938
LU;Rohrmatt;6132
BE;Rohrmoos bei Lyssach;3421
VD;Rolle;1180
VD;Romainmôtier;1323
VD;Romairon;1423
VD;Romanel-sur-Lausanne;1032
VD;Romanel-sur-Morges;1122
FR;Romanens;1626
TG;Romanshorn;8590
AG;Rombach;5022
LU;Römerswil;6027
FR;Römerswil;1722
BE;Romont;2538
FR;Romont;1680
LU;Romoos;6113
GR;Rona;7454
TI;Ronco sopra Ascona;6622
GR;Rongellen;7430
TI;Rongie;6713
LU;Root;6037
VD;Ropraz;1088
ZH;Rorbas;8427
SG;Rorschach;9400
SG;Rorschacherberg;9404
BL;Röschenz;4244
FR;Rosé;1754
SG;Rosenberg;9000
TG;Rosenhuben;8500
BE;Rosenlaui;3860
BS;Rosental;4000
TG;Rosental;9545
GR;Rossa;6548
ZH;Rossau;8932
ZH;Rossberg;8400
JU;Rossemaison;2842
VD;Rossenges;1513
VD;Rossens;1554
FR;Rossens FR;1728
BE;Rosshäusern;3204
VD;Rossinière;1658
SG;Rossrüti;9512
TI;Rossura;6760
VS;Rosswald;3913
SO;Rothacker;5746
BE;Röthenbach bei Herzogenbuchsee;3373
BE;Röthenbach im Emmental;3538
GR;Rothenbrunnen;7405
LU;Rothenburg;6023
BL;Rothenfluh;4467
TG;Rothenhausen;9565
SZ;Rothenthurm;6418
BE;Rothorn Kulm;3855
AG;Rothrist;4852
VS;Rothwald;3901
ZG;Rotkreuz;6343
SG;Rotmonten;9000
AG;Rottenschwil;8919
NW;Rotzloch;6362
VD;Rougemont;1659
VS;Roumaz;1965
GR;Roveredo;6535
TI;Roveredo;6957
TI;Rovio;6821
VD;Rovray;1463
BE;Rubigen;3113
BE;Ruchwil;3268
OW;Rudenz;6074
BE;Rüderswil;3437
SH;Rüdlingen;8455
ZH;Rudolfingen;8465
AG;Rudolfstetten;8964
BE;Rudswil;3423
BE;Rüdtligen;3422
FR;Rue;1673
GE;Ruè;1223
BE;Rüebeldorf;3792
LU;Rüediken;6288
BE;Rüedisbach;3474
LU;Rüediswil;6017
BE;Rüeggisberg;3088
BE;Rüegsau;3417
BE;Rüegsauschachen;3415
BE;Rüegsauschachen;3415
BE;Rüegsbach;3418
GR;Rueras;7189
SG;Rüeterswil;8735
GR;Rueun;7156
FR;Rueyres;1626
VD;Rueyres;1046
FR;Rueyres-les-Prés;1542
FR;Rueyres-St-Laurent;1695
AG;Rüfenach;5235
BE;Rüfenacht;3075
SG;Rufi;8723
LU;Rufswil;6153
LU;Rufswil;6153
ZH;Ruggen;8903
VS;Rumeling;3953
BE;Rumendingen;3472
ZG;Rumentikon;6332
ZH;Rümikon;8352
AG;Rümikon;5464
BE;Rumisberg;4539
ZH;Rümlang;8153
BE;Rümligen;3128
ZH;Rumlikon;8332
BL;Rümlingen;4444
BL;Rünenberg;4497
BE;Rünkhofen;3533
BE;Rüplisried;3204
AG;Rupperswil;5102
SO;Ruppoldingen;4663
BE;Ruppoldsried;3251
BE;Rüschegg;3153
GR;Ruschein;7154
ZH;Rüschlikon;8803
ZH;Russikon;8332
GE;Russin;1281
TI;Russo;6662
FR;Russy;1773
AG;Rüstenschwil;5644
LU;Ruswil;6017
SG;Rüthi;9464
ZH;Rüti;8630
BE;Rüti;3072
GL;Rüti;8782
SG;Rüti bei Abtwil;9030
ZH;Rüti bei Bülach;8185
BE;Rüti bei Büren;3295
BE;Rüti bei Lyssach;3421
BE;Rüti bei Riggisberg;3099
AG;Rütihof;5722
AG;Rütihof;5406
UR;Rütli;6441
BE;Rütschelen;4933
ZH;Rutschwil;8471
SO;Rüttenen;4522
BE;Rütti;3052
TI;Ruvigliana;6977
TI;S. Abbondio;6577
TI;S. Antonino;6592
GR;S. Antonio;7745
TI;S. Antonio (Val Morobbia);6583
GR;S. Benedetg;7174
GR;S. Bernardino-Villaggio;6565
TI;S. Carlo  (Bavona);6690
TI;S. Gottardo;6780
TI;S. Nazzaro;6575
TI;S. Pietro;6854
GR;S. Vittore;6534
BE;Saanen;3792
BE;Saanenmöser;3777
VS;Saas Bidermatten;3908
GR;Saas im Prättigau;7247
VS;Saas-Almagell;3905
VS;Saas-Balen;3908
VS;Saas-Fee;3906
VS;Saas-Grund;3910
OW;Sachseln;6072
VS;Saclentz;1996
GE;Saconnex-d'Arve;1212
AG;Safenwil;5745
GR;Safien;7107
GR;Safien Platz;7107
BE;Safnern;2553
LU;Sagen;6264
TI;Sagno;6839
GR;Sagogn;7152
BE;Saicourt;2732
JU;Saignelégier;2350
VS;Saillon;1913
TI;Sala Capriasca;6954
ZH;Saland;8493
VD;Salavaux;1585
VD;Salaz;1867
TG;Salen;8507
TG;Salenstein;8268
FR;Sales;1731
FR;Sâles (Gruyère);1625
SG;Salez;9465
VS;Salgesch;3970
VS;Salins;1991
TG;Salmsach;8599
TI;Salorino;6872
GR;Salouf;7462
VS;Salvan;1922
FR;Salvenach;1794
BE;Salvisberg;3036
GR;Samedan;7503
GR;Samnaun;7563
ZH;Samstagern;8833
GR;San Carlo;7741
VS;Sanetsch;1950
BE;Sangernboden;1738
GR;Sapün;7057
SG;Sargans;7320
BE;Säriswil;3049
AG;Sarmenstorf;5614
GR;Sarn;7423
OW;Sarnen;6060
VS;Sarreyer;1948
VD;Sarzens;1683
VD;Sassel;1534
TG;Sassenloh;8507
GE;Satigny;1242
SZ;Sattel;6417
VD;Saubraz;1189
NE;Sauges;2024
JU;Saulcy;2873
BE;Saules;2732
NE;Saules;2063
BE;Saurenhorn;3054
GE;Sauverny;1290
NE;Savagnier;2065
VD;Savigny;1073
GR;Savognin;7460
TI;Savosa;6942
VD;Savuit;1095
SG;Sax;9468
VS;Saxé;1926
BE;Saxeten;3813
SG;Saxli;8894
VS;Saxon;1907
VS;Saxonne;1966
GR;Says;7202
TI;Scaiano;6578
TI;Scareglia;6951
JU;Sceut;2855
ZH;Schachen;8906
LU;Schachen;6105
LU;Schachen;6105
SZ;Schachen;6436
SO;Schachen;4653
AR;Schachen bei Herisau;9112
AR;Schachen bei Reute;9414
SH;Schaffhausen;8200
BE;Schafhausen im Emmental;3415
BE;Schafis;2514
AG;Schafisheim;5503
ZH;Schalchen;8492
SG;Schalkhusen;9533
BE;Schalunen;3314
GR;S-chanf;7525
BE;Schangnau;6197
SG;Schänis;8718
GR;Scharans;7412
GR;S-charl;7550
LU;Schärlig;6196
BE;Scharnachtal;3722
UR;Schattdorf;6467
BE;Schattenhalb;3860
GR;Schatzalp;7270
GR;Schauenberg;7421
GR;Scheid;7419
BE;Schelten;2827
LU;Schenkon;6214
BE;Schernelz;2514
AG;Scherz;5246
TG;Scherzingen;8596
BE;Scheunen;3305
BE;Scheunenberg;3251
BE;Scheuren;2556
GR;Schiers;7220
AG;Schiltwald;5046
SZ;Schindellegi;8834
AG;Schinznach-Bad;5116
AG;Schinznach-Dorf;5107
GR;Schlans;7168
AI;Schlatt;9050
TG;Schlatt (TG);8252
AG;Schlatt bei Leuggern;5316
ZH;Schlatt bei Winterthur;8418
TG;Schlattingen;8255
ZH;Schleinikon;8165
SH;Schleitheim;8226
BE;Schleumen;3325
LU;Schlierbach;6231
ZH;Schlieren;8952
BE;Schliern bei Köniz;3098
AG;Schlossrued;5044
BE;Schlosswil;3082
GR;Schluein;7151
SG;Schmerikon;8716
BE;Schmidigen;3464
ZH;Schmidrüti;8495
TG;Schmidshof;9565
AG;Schmiedrued;5046
FR;Schmitten;3185
GR;Schmitten;7493
GR;Schmitten;7212
SG;Schmitter;9444
ZH;Schnasberg;8352
GR;Schnaus;7130
AG;Schneisingen;5425
SO;Schnottwil;3253
TG;Schocherswil;8581
ZH;Schöfflisdorf;8165
AG;Schöftland;5040
BE;Schönbühl;3322
TG;Schönenbaumgarten;8585
ZH;Schönenberg;8824
TG;Schönenberg an der Thur;9215
BL;Schönenbuch;4124
AR;Schönengrund;9105
SO;Schönenwerd;5012
LU;Schongau;6288
TG;Schönholzerswilen;8577
BE;Schönried;3778
BL;Schöntal;4414
ZH;Schooren;8802
BE;Schoren;4900
BE;Schoren;3600
AG;Schoren;5642
OW;Schoried;6055
BE;Schosshalde;3000
ZH;Schottikon;8352
LU;Schötz;6247
TG;Schrofen;8580
SZ;Schübelbach;8862
GR;Schuders;7228
BE;Schüpbach;3535
BE;Schüpberg;3054
AG;Schupfart;4325
BE;Schüpfen;3054
LU;Schüpfheim;6170
TG;Schurten;8374
BE;Schwäbis;3613
AG;Schwaderloch;5326
TG;Schwaderloh;8566
BE;Schwadernau;2556
AR;Schwägalp (Säntis);9107
ZH;Schwamendingen;8051
BE;Schwand;3634
GL;Schwanden;8762
BE;Schwanden bei Brienz;3855
BE;Schwanden bei Schüpfen;3054
BE;Schwanden bei Sigriswil;3657
BE;Schwanden im Emmental;3433
GL;Schwändi bei Schwanden;8762
BE;Schwarzenbach;4953
LU;Schwarzenbach;6215
SG;Schwarzenbach;9536
LU;Schwarzenberg;6103
BE;Schwarzenbühl;3156
BE;Schwarzenburg;3150
BE;Schwarzenegg;3616
BE;Schwarzenegg;3616
BE;Schwarzenmatt;3766
BE;Schwarzhäusern;4911
FR;Schwarzsee;1716
BE;Schwefelberg Bad;1738
ZH;Schweikhof;8925
TG;Schweikhof;8506
BE;Schweinbrunnen;4953
BE;Schweinbrunnen;4953
BL;Schweizerhalle;4133
BL;Schweizerhalle;4133
TG;Schweizersholz;9223
AR;Schwellbrunn;9103
AI;Schwende;9057
BE;Schwenden;3757
ZH;Schwendi;8486
SG;Schwendi;9658
AR;Schwendi bei Heiden;9405
BE;Schwendi bei Thun;3625
SG;Schwendi im Weisstannental;7325
BE;Schwendibach;3624
ZH;Schwerzenbach;8603
SZ;Schwyz;6430
BE;Schynige Platte;3800
TI;Scubiago;6702
TI;Scudellate;6838
GR;Sculms;7402
GR;Scuol;7550
GE;Sécheron;1200
VD;Sédeilles;1554
LU;Sedel;6020
GR;Sedrun;7188
ZH;Seeb;8185
ZH;Seebach;8052
BE;Seeberg;3365
BE;Seedorf;3267
UR;Seedorf;6462
ZH;Seegräben;8607
BE;Seehof;2747
UR;Seelisberg;6377
ZH;Seelmatte;8488
ZH;Seen;8400
AG;Seengen;5707
LU;Seesatz;6203
SZ;Seewen;6423
SO;Seewen;4206
BE;Seewil;3256
GR;Seewis Dorf;7212
GR;Seewis im Prättigau;7212
BE;Seftau;3047
BE;Seftigen;3662
ZH;Seglingen;8193
GR;Segnas;7186
JU;Seigne;2883
VD;Seigneux;1525
FR;Seiry;1470
JU;Seleute;2888
GR;Selfranga;7250
VS;Selkingen;3989
ZH;Sellenbüren;8143
GR;Selma;6545
BL;Seltisberg;4411
GR;Selva;7189
SO;Selzach;2545
VS;Sembrancher;1933
TI;Sementina;6514
TI;Semione;6714
LU;Sempach;6204
LU;Sempach Station;6203
FR;Semsales;1623
VD;Senarclens;1304
FR;Senèdes;1724
ZH;Sennhof;8482
AG;Sennhof;4852
ZH;Sennhof bei Russikon;8332
SG;Sennwald;9466
VS;Sensine;1975
GR;Sent;7554
AG;Sentenhof;5630
AG;Sentenhof;5630
AG;Seon;5703
JU;Séprais;2857
GR;Seraplana;7558
TI;Serfontana;6834
VD;Sergey;1355
VD;Serix;1607
VD;Sermuz;1412
GR;Serneus;7249
GR;Serneus Station;7249
TI;Serocca;6982
TI;Serpiano;6867
NE;Serrières;2000
NE;Serroue;2037
NE;Serroue;2037
GR;Sertig Dörfli;7272
VD;Servion;1077
TI;Seseglio;6832
TI;Sessa;6997
ZH;Seuzach;8472
FR;Sévaz;1541
SG;Sevelen;9475
VD;Sévery;1141
GR;Sevgein;7127
GE;Sézegnin;1285
GE;Sézenove;1233
GR;Sfazù;7742
GR;Siat;7157
SH;Siblingen;8225
SZ;Siebnen;8854
SZ;Siebnen;8854
SZ;Siebnen;8854
TG;Siegershausen;8573
GE;Sierne;1255
VS;Sierre;3960
AG;Siggenthal Station;5301
AG;Siggenthal Station;5301
LU;Sigigen;6019
TI;Sigirino;6806
AG;Siglistorf;5462
VD;Signal-de-Bougy;1172
BE;Signau;3534
VS;Signèse;1966
TI;Signôra;6951
VD;Signy;1274
BE;Sigriswil;3655
ZH;Sihlbrugg;6340
ZH;Sihlbrugg;6340
ZG;Sihlbrugg;6340
ZH;Sihlbrugg Station;8135
ZH;Sihlwald;8135
UR;Silenen;6473
GR;Sils im Domleschg;7411
GR;Sils im Engadin;7515
GR;Sils/Segl Baselgia;7515
GR;Sils/Segl Maria;7514
GR;Silvaplana;7513
GR;Silvaplana-Surlej;7513
VS;Simplon Hospiz;3907
VS;Simplon-Dorf;3907
BE;Sinneringen;3067
AG;Sins;5643
VS;Sion;1950
TG;Sirnach;8370
BE;Siselen;2577
UR;Sisikon;6452
BL;Sissach;4450
AG;Sisseln;4334
TG;Sitterdorf;8589
TG;Sittertal;9220
ZH;Sitzberg;8495
VS;Siviez;1997
FR;Siviriez;1678
GR;Soazza;6562
TI;Sobrio;6749
GR;Soglio;7610
VD;Solalex;1882
TI;Solduno;6600
ZH;Solgen;8197
GR;Solis;7450
SO;Solothurn;4500
SO;Solothurn;4500
SO;Solothurn;4500
TI;Somazzo;6872
BE;Sombeval;2605
TI;Someo;6674
VS;Somlaproz;1937
FR;Sommentier;1688
BL;Sommerau;4444
BL;Sommerau;4444
TG;Sommeri;8580
BE;Sonceboz;2605
TG;Sonnenberg;9507
ZH;Sonnenbühl;8311
SG;Sonnental;9245
TI;Sonogno;6637
TG;Sonterswil;8564
GR;Sontga Clau;7130
TI;Sonvico;6968
BE;Sonvilier;2615
VD;Sonzier;1822
ZH;Sood;8134
GL;Sool;8762
TI;Soragno;6964
GE;Soral;1286
LU;Sörenberg;6174
TI;Sorencino;6802
TI;Sorengo;6924
FR;Sorens;1642
SG;Sorental bei Hauptwil;9213
TI;Soresina;6802
VS;Sornard;1997
BE;Sornetan;2716
TI;Sornico;6694
BE;Sorvilier;2736
VD;Sottens;1062
JU;Soubey;2887
VS;Soulalex;1937
JU;Soulce;2864
VS;Soussillon;3961
JU;Soyhières;2805
GR;Sparsels;7553
AR;Speicher;9042
AR;Speicherschwendi;9037
BE;Spengelried;3204
BE;Spiegel bei Bern;3095
BE;Spiez;3700
BE;Spiezmoos;3700
BE;Spiezwiler;3700
GR;Spinas;7502
BE;Spins;3270
BE;Spirenwald;3803
UR;Spiringen;6464
TG;Spitz;8590
BE;Spitzberg;2516
ZH;Spitzen;8816
GR;Splügen;7435
GR;Sporz;7078
AG;Spreitenbach;8957
TI;Spruga;6663
BS;St. Alban;4000
FR;St. Antoni;1713
GR;St. Antönien;7246
BS;St. Chrischona;4126
LU;St. Erhard;6212
SG;St. Fiden;9000
SG;St. Gallen;9000
SG;St. Gallenkappel;8735
SG;St. Georgen;9000
VS;St. Germain;1965
VS;St. German;3942
NW;St. Jakob;6372
BS;St. Johann;4000
BE;St. Johannsen;2525
SG;St. Josefen;9030
TG;St. Katharinental;8253
SG;St. Loretto;9620
GR;St. Luzisteig;7304
GR;St. Luzisteig;7304
TG;St. Margarethen;9543
SG;St. Margrethen;9430
SG;St. Margrethenberg;7313
GR;St. Martin;7116
GR;St. Moritz;7500
GR;St. Moritz Bad;7500
SO;St. Niklaus;4532
VS;St. Niklaus;3924
BE;St. Niklaus bei Koppigen;3425
BE;St. Niklaus bei Merzligen;3274
BE;St. Niklaus bei Merzligen;3274
LU;St. Niklausen;6005
OW;St. Niklausen;6066
SO;St. Pantaleon;4421
TG;St. Pelagiberg;9225
GR;St. Peter;7028
BE;St. Petersinsel;3235
SG;St. Peterzell;9127
FR;St. Silvester;1736
BE;St. Stephan;3772
LU;St. Urban;4915
FR;St. Ursen;1717
FR;St. Wolfgang;3186
GR;Sta Domenica;6546
GR;Sta Maria in Calanca;6541
GR;Sta. Maria Val Müstair;7536
SO;Staad;2540
SG;Staad;9422
SG;Staad;9422
TI;Stabio;6855
TG;Stachen;9320
TG;Stad;8272
ZH;Stadel;8404
ZH;Stadel bei Niederglatt;8174
NW;Städtli;6383
ZH;Stäfa;8712
AG;Staffelbach;5053
OW;Stalden;6063
VS;Stalden;3922
VS;Stalden;3932
BE;Stalden im Emmental;3510
BE;Stalden im Emmental;3510
VS;Staldenried;3933
ZH;Stallikon;8143
GR;Stampa;7605
NW;Stans;6370
NW;Stansstad;6362
AG;Staretschwil;5452
SG;Starkenbach;9656
SG;Starrberg;8717
SO;Starrkirch;4656
FR;St-Aubin;1566
NE;St-Aubin;2024
AG;Staufen;5603
VD;St-Barthélemy;1040
NE;St-Blaise;2072
JU;St-Brais;2364
VD;St-Cergue;1264
VD;St-Cierges;1410
VD;St-Denis;1117
VD;St-Denis;1117
BE;Stechelberg;3824
TG;Steckborn;8266
VD;Ste-Croix;1450
BE;Steffisburg;3613
BE;Steffisburg;3612
VS;Steg;3940
ZH;Steg im Tösstal;8496
ZH;Stegen bei Gachnang;8543
TG;Stehrenberg;9503
ZH;Steig;8354
AR;Stein;9063
SG;Stein;9655
AG;Stein;4332
SH;Stein am Rhein;8260
SG;Steinach;9323
TG;Steinebrunn;9314
AI;Steinegg;9050
TG;Steinegg;8536
TG;Steineloh;9320
TG;Steineloh;9320
SZ;Steinen;6422
BE;Steinen bei Signau;3534
BE;Steinen bei Signau;3534
ZH;Steinenbach hinteres Tal;8499
ZH;Steinenbach vorderes Tal;8492
SZ;Steinerberg;6416
BE;Steingletscher;3860
VS;Steinhaus;3995
ZG;Steinhausen;6312
SO;Steinhof;4556
LU;Steinhuserberg;6114
ZH;Steinmaur;8162
GR;Stels;7226
ZH;Sternenberg;8499
ZH;Stettbach;8600
SH;Stetten;8234
AG;Stetten;5608
TG;Stettfurt;9507
BE;Stettlen;3066
VD;St-George;1188
GE;St-Georges;1213
VS;St-Gingolph;1898
GR;Stierva;7459
AG;Stilli;5233
BE;St-Imier;2610
VS;St-Jean;3961
VD;St-Légier;1806
VS;St-Léonard;1958
VD;St-Livres;1176
VD;St-Loup;1318
VS;St-Luc;3961
FR;St-Martin;1609
VS;St-Martin;1969
NE;St-Martin;2054
VD;St-Maurice;1424
VS;St-Maurice;1890
GE;St-Maurice;1222
BE;Stocken;3632
SZ;Stöcken;8842
SZ;Stoos;6433
VD;St-Oyens;1187
VS;St-Pierre-de-Clages;1955
VD;St-Prex;1162
GR;Strada im Engadin;7558
TG;Strass;8500
BE;Strättligen;3600
AG;Strengelbach;4802
TG;Strohwilen;8514
VS;St-Romain;1966
VD;St-Saphorin (Lavaux);1071
VD;St-Saphorin-sur-Morges;1113
VS;St-Séverin;1975
VD;St-Sulpice;1025
NE;St-Sulpice;2123
VD;St-Triphon;1867
BE;Stuckishaus;3037
BE;Stuckishaus;3037
SZ;Studen;8845
SG;Studen;9472
BE;Studen (BE);2557
GR;Stugl/Stuls;7482
JU;St-Ursanne;2882
SO;Stüsslingen;4655
BE;Suberg;3262
SO;Subingen;4553
VD;Suchy;1433
BE;Süderen;3618
VS;Suen;1969
GR;Sufers;7434
FR;Sugiez;1786
VD;Sugnens;1043
AG;Suhr;5034
TI;Suino;6997
TG;Sulgen;8583
VD;Sullens;1036
ZH;Sulz;8545
LU;Sulz;6284
AG;Sulz;5085
AG;Sulz bei Künten;5444
ZH;Sulzbach;8614
BE;Sumiswald;3454
GR;Summaprada;7421
GR;Sumvitg;7175
BE;Sundlauenen;3800
ZH;Sünikon;8162
GR;Sur;7456
GR;Sur En;7554
GR;Surava;7472
GR;Surcasti;7115
GR;Surcuolm;7138
TI;Sureggio;6953
BE;Süri;3204
GR;Surin;7148
FR;Surpierre;1528
GR;Surrein;7173
LU;Sursee;6210
LU;Sursee;6210
LU;Sursee;6210
GR;Susauna;7526
VD;Suscévaz;1437
GR;Susch;7542
VS;Susten;3952
BE;Sutz;2572
VD;Syens;1510
ZH;Tablat;8492
FR;Tafers;1712
ZH;Tagelswangen;8317
AG;Tägerig;5522
UR;Tägerlohn;6473
TG;Tägerschen;9554
BE;Tägertschi;3111
TG;Tägerwilen;8274
GR;Tamins;7015
VS;Tanay;1896
TG;Tänikon;8356
ZH;Tann;8632
LU;Tann;6214
LU;Tann;6214
VD;Tannay;1295
ZH;Tanne bei Wädenswil;8820
TG;Tannegg;8374
BE;Tannen;3068
ZH;Tannenboden;8603
SG;Tannenbodenalp;8898
SG;Tannenbodenalp;8898
SG;Tannenheim;8897
GR;Tarasp;7553
GR;Tartar;7422
VD;Tartegnin;1180
VS;Täsch;3929
FR;Tatroz;1617
BE;Täuffelen;2575
GR;Tavanasa;7162
BE;Tavannes;2710
TI;Taverne;6807
BL;Tecknau;4492
AG;Tegerfelden;5306
TI;Tegna;6652
BE;Tellenfeld;3714
TI;Tenero;6598
TI;Tengia;6760
GR;Tenigerbad;7173
GR;Tenna;7106
BL;Tenniken;4456
AG;Tennwil;5617
FR;Tentlingen;1734
VS;Termen;3912
TI;Termine;6998
VD;Territet;1820
GR;Tersnaus;7116
TI;Tesserete;6950
NE;Tête-de-Ran;2052
ZH;Teufen;8428
AR;Teufen;9053
AG;Teufenthal;5723
BE;Teuffenthal;3623
SG;Thal;9425
BE;Thalgraben;3432
BE;Thalgraben;3432
AG;Thalheim;5112
ZH;Thalheim an der Thur;8478
GR;Thalkirch;7109
ZH;Thalwil;8800
SH;Thayngen;8240
ZH;Theilingen;8484
BL;Therwil;4106
NE;Thielle;2075
BE;Thierachern;3634
VD;Thierrens;1410
GL;Thon;8762
GE;Thônex;1226
BE;Thorberg;3326
BE;Thörigen;3367
BE;Thörishaus;3174
BE;Thörishaus;3174
BE;Thun;3600
TG;Thundorf;8512
BE;Thunstetten;4922
BL;Thürnen;4441
GR;Thusis;7430
VS;Thyon;1988
BE;Tiefenau;3000
GR;Tiefencastel;7450
GR;Tinizong;7453
BL;Titterten;4425
ZH;Tobel;8634
AR;Tobel;9405
TG;Tobel;9555
BE;Toffen;3125
ZH;Tollhausen;8352
VD;Tolochenaz;1131
TG;Toos;8577
VS;Törbel;3923
VS;Torgon;1899
FR;Torny-le-Grand;1748
FR;Torny-le-Petit;1749
TI;Torre;6717
VS;Torrentalp;3954
TI;Torricella;6808
ZH;Töss;8400
ZH;Tössriederen;8193
ZH;Toussen;8912
BE;Trachselwald;3456
BE;Trachselwald;3456
SZ;Trachslau;8840
BE;Tramelan;2720
GL;Trämligen;8766
GR;Trans;7407
SH;Trasadingen;8219
NE;Travers;2105
TI;Treggia;6957
UR;Treib;6377
BE;Treiten;3226
VD;Treize-Cantons;1525
VD;Trélex;1270
TI;Tremona;6865
VD;Trey;1552
VD;Treycovagnes;1436
FR;Treyfayes;1626
VD;Treytorrens (Lavaux);1096
VD;Treytorrens (Payerne);1538
FR;Treyvaux;1733
TG;Triboltingen;8273
ZH;Triemli;8000
LU;Triengen;6234
VS;Trient;1929
SO;Trimbach;4632
GR;Trimmis;7203
BE;Trimstein;3083
GR;Trin;7014
GR;Trin Statiun;7014
AR;Trogen;9043
VS;Trogne;1969
GE;Troinex;1256
GE;Troinex;1256
VD;Trois Chasseurs;1068
VS;Troistorrents;1872
BE;Trub;3556
SG;Trübbach;9477
BE;Trubschachen;3555
ZH;Trüllikon;8466
GR;Trun;7166
ZH;Truttikon;8467
TG;Trüttlikon;8524
SZ;Tschalun;8843
GR;Tschamut;7189
GR;Tschappina;7428
GR;Tschappina;7134
SO;Tscheppach;4576
SG;Tscherlach;8881
GR;Tschiertschen;7064
GR;Tschierv;7532
BE;Tschingel bei Sigriswil;3656
GR;Tschlin;7559
BE;Tschugg;3233
SG;Tübach;9327
SG;Tufertswil;9604
FR;Tuftera;3178
SZ;Tuggen;8856
GR;Tujetsch;7188
GR;Tumegl/Tomils;7418
BE;Turbach;3781
ZH;Turbenthal;8488
AG;Turgi;5300
VS;Turin;1991
ZH;Türlen;8915
VS;Turtig;3942
VS;Turtmann;3946
BE;Tüscherz;2512
GR;Tusen;7134
TG;Tuttwil;9546
BE;Twann;2513
BE;Twannberg;2516
LU;Twerenegg;6122
LU;Udligenswil;6044
FR;Ueberstorf;3182
AG;Ueberthal;5237
BE;Uebeschi;3635
FR;Uebewil;1700
AG;Ueken;5028
ZH;Uelikon;8712
ZH;Uerikon;8713
AG;Uerkheim;4813
TG;Uerschhausen;8537
ZH;Uerzlikon;8926
ZH;Uessikon;8124
TG;Uesslingen;8524
BE;Uetendorf;3661
BE;Uetendorf Allmend;3661
ZH;Uetikon am See;8707
ZH;Uetliberg;8143
SG;Uetliburg;8738
BE;Uettligen;3043
AG;Uezwil;5619
SZ;Ufenau;8808
LU;Uffikon;6253
LU;Ufhusen;6153
ZH;Uitikon;8142
SG;Ulisbach;9631
FR;Ulmiz;3214
VS;Ulrichen;3988
GR;Umbrail;7536
AG;Umiken;5222
BE;Underbort;3792
JU;Undervelier;2863
ZG;Unterägeri;6314
BE;Unterbach;3857
VS;Unterbäch;3944
SG;Unterbilchen;9404
AG;Unterbözberg;5225
SG;Unteregg;8589
SG;Untereggen;9033
AG;Unterehrendingen;5420
VS;Unterems;3948
AG;Unterendingen;5305
ZH;Unterengstringen;8103
AG;Unterentfelden;5035
TG;Unterhard;8570
TG;Unterhard;8570
BE;Unterheid;3857
TG;Unterhörstetten;8508
SZ;Unteriberg;8842
AG;Unterkulm;5726
BE;Unterlangenegg;3614
SG;Unterlören;9300
AG;Unterlunkhofen;8918
ZH;Unterlunnern;8912
ZH;Unterohringen;8472
SO;Unterramsern;4588
GR;Unterrealta;7408
SG;Unterrindal;9604
